click_rate,products_purchased,profile,gender,contract_type,age,location,income_level,device_type,plan_type,churn_status,avg__monthly_spend,preferred_communication_channel,contract_start_date,customer_satisfaction_score
-0.0058906705245572585,-0.0008539764174746928,0,0,1,0.4974732859112191,0.499776811452801,-1.4302633841342607,1.2223871962563797,1,1,-0.5258700550652735,-1.2203935368654384,0.5062979289713211,-1.373605610280572
-1.2331136964740077,-1.2208202870957416,0,1,0,1.62488398278919,0.8716829833522679,-0.6968325938495261,-1.2330684282228646,0,1,-0.8761698519379578,0.004470754664082804,0.558566348706332,-1.373605610280572
-1.2331136964740077,1.2191123342607924,1,1,1,1.0280194962067348,1.9874014990506685,-0.6968325938495261,-0.005340615983242449,0,0,-1.5767694456833263,0.004470754664082804,0.729626631475459,0.35255002745011577
-1.2331136964740077,-0.0008539764174746928,0,0,0,0.5637915621981585,0.8716829833522679,1.5034597770046771,-0.005340615983242449,1,0,-0.8761698519379578,1.229335046193604,-0.7837817035791781,-0.33791222764215934
-1.2331136964740077,-0.0008539764174746928,1,0,0,-0.9615287924014493,0.3138237255030676,1.5034597770046771,-0.005340615983242449,0,0,0.8753291324254635,-1.2203935368654384,-1.3326001107967937,1.3882434100885284
-1.2331136964740077,1.2191123342607924,0,0,1,-0.49730085839287297,-0.058082446396399305,1.5034597770046771,1.2223871962563797,1,0,-1.2264696488106421,1.229335046193604,-1.0760096866431033,0.6977811549962534
-1.2331136964740077,-1.2208202870957416,1,0,1,0.2322001807634612,-0.8948713331701998,-0.6968325938495261,-0.005340615983242449,1,1,-0.17557025819258928,-1.2203935368654384,-0.8312984487928244,-0.33791222764215934
1.2213323554248932,-0.0008539764174746928,1,1,0,-1.2931201738361466,-0.8948713331701998,-0.6968325938495261,1.2223871962563797,0,1,-0.8761698519379578,0.004470754664082804,-1.0118620806046807,-0.6831433551882968
1.2213323554248932,1.2191123342607924,0,1,1,0.29851845705040064,-0.8948713331701998,0.7700289867199428,-1.2330684282228646,0,0,0.8753291324254635,-1.2203935368654384,-0.2777283670538441,1.0430122825423909
-0.0058906705245572585,-1.2208202870957416,0,1,0,1.1606560487806137,0.8716829833522679,1.5034597770046771,-0.005340615983242449,0,1,0.5250293355527792,0.004470754664082804,0.6821098862618127,-1.0283744827344343
1.2213323554248932,-0.0008539764174746928,1,1,1,1.5585657065022507,0.499776811452801,-0.6968325938495261,1.2223871962563797,1,0,0.5250293355527792,0.004470754664082804,-0.42740611447683025,1.7334745376346659
1.2213323554248932,-1.2208202870957416,0,1,0,1.2269743250675533,0.499776811452801,-0.6968325938495261,1.2223871962563797,1,0,-0.5258700550652735,1.229335046193604,1.1453981520948648,-1.373605610280572
-0.0058906705245572585,1.2191123342607924,1,0,0,-1.492075002696965,-0.6159417042455997,0.03659819643520829,-0.005340615983242449,1,0,-0.5258700550652735,1.229335046193604,1.3449684819921797,1.7334745376346659
-0.0058906705245572585,1.2191123342607924,0,0,1,-1.1604836212622676,-0.058082446396399305,1.5034597770046771,-1.2330684282228646,0,0,0.17472953868009497,-1.2203935368654384,1.6205656042313286,0.00731889990397823
1.2213323554248932,-0.0008539764174746928,0,1,0,-0.7625739635406309,-2.196542934818334,0.03659819643520829,-1.2330684282228646,1,0,-1.2264696488106421,0.004470754664082804,-0.01876210563947139,-0.6831433551882968
1.2213323554248932,-1.2208202870957416,0,0,1,-0.5636191346798124,0.7787064403774012,0.7700289867199428,1.2223871962563797,1,1,-0.5258700550652735,0.004470754664082804,-0.6032180717673218,-0.33791222764215934
1.2213323554248932,-0.0008539764174746928,1,0,0,-0.2983460295320546,-0.5229651612707329,-1.4302633841342607,-1.2330684282228646,1,0,0.17472953868009497,0.004470754664082804,0.796150074774564,-1.373605610280572
-1.2331136964740077,-1.2208202870957416,1,1,1,-0.2983460295320546,-0.24403553234613276,1.5034597770046771,-0.005340615983242449,1,1,1.2256289292981477,0.004470754664082804,0.743881655039553,-0.6831433551882968
-1.2331136964740077,-0.0008539764174746928,1,0,0,-0.03307292438429668,-0.058082446396399305,0.03659819643520829,1.2223871962563797,0,0,0.8753291324254635,0.004470754664082804,-0.3347484613102198,-0.6831433551882968
1.2213323554248932,-0.0008539764174746928,1,1,0,-1.359438450123086,0.8716829833522679,-1.4302633841342607,1.2223871962563797,0,1,0.8753291324254635,0.004470754664082804,-1.0878888729465148,-0.6831433551882968
-0.0058906705245572585,1.2191123342607924,0,1,1,0.09956362818958225,-0.8948713331701998,0.7700289867199428,1.2223871962563797,0,0,-1.5767694456833263,-1.2203935368654384,-0.30148673966066736,-1.373605610280572
1.2213323554248932,-1.2208202870957416,1,1,1,1.0280194962067348,-0.8948713331701998,1.5034597770046771,-1.2330684282228646,1,0,0.5250293355527792,-1.2203935368654384,1.5469146491501768,0.35255002745011577
1.2213323554248932,1.2191123342607924,0,0,1,1.492247430215311,-0.24403553234613276,1.5034597770046771,1.2223871962563797,1,0,-0.8761698519379578,-1.2203935368654384,-0.8598084959210123,1.3882434100885284
-1.2331136964740077,1.2191123342607924,0,1,1,0.29851845705040064,-1.1738009620948,1.5034597770046771,-0.005340615983242449,0,0,0.8753291324254635,0.004470754664082804,-1.3539826461429345,-1.0283744827344343
-0.0058906705245572585,-1.2208202870957416,0,0,0,-0.03307292438429668,-0.24403553234613276,0.03659819643520829,-0.005340615983242449,1,0,1.575928726170832,0.004470754664082804,0.10715726917669151,0.6977811549962534
-1.2331136964740077,-1.2208202870957416,0,1,0,-1.5583932789839046,1.522518784176335,0.03659819643520829,-1.2330684282228646,0,1,-0.17557025819258928,-1.2203935368654384,0.09290224561259759,-1.0283744827344343
1.2213323554248932,-1.2208202870957416,0,0,1,1.0280194962067348,0.499776811452801,0.03659819643520829,-1.2330684282228646,0,0,0.5250293355527792,1.229335046193604,-0.05677550181038849,-0.33791222764215934
-1.2331136964740077,-0.0008539764174746928,0,1,1,0.5637915621981585,1.8014484131009352,1.5034597770046771,-1.2330684282228646,1,0,0.17472953868009497,0.004470754664082804,1.5587938354535884,1.0430122825423909
-1.2331136964740077,1.2191123342607924,0,1,0,-0.49730085839287297,0.8716829833522679,-0.6968325938495261,-1.2330684282228646,1,0,0.8753291324254635,0.004470754664082804,1.4400019724194724,-0.33791222764215934
-1.2331136964740077,1.2191123342607924,0,1,1,-1.4257567264100255,-0.5229651612707329,-0.6968325938495261,-1.2330684282228646,1,1,-0.17557025819258928,0.004470754664082804,0.2093182713860312,-0.33791222764215934
-0.0058906705245572585,1.2191123342607924,1,0,1,-0.5636191346798124,0.499776811452801,-1.4302633841342607,1.2223871962563797,1,0,1.2256289292981477,0.004470754664082804,-1.2637008302370065,0.00731889990397823
-0.0058906705245572585,1.2191123342607924,0,1,0,-0.49730085839287297,0.7787064403774012,1.5034597770046771,-0.005340615983242449,1,0,-0.17557025819258928,1.229335046193604,1.1501498266162296,-1.373605610280572
-0.0058906705245572585,-0.0008539764174746928,1,1,0,-1.624711555270844,1.7084718701260684,-0.6968325938495261,1.2223871962563797,1,1,-0.5258700550652735,1.229335046193604,-0.13042645689154037,-1.0283744827344343
-1.2331136964740077,-1.2208202870957416,0,0,1,1.0280194962067348,-0.8948713331701998,-1.4302633841342607,-0.005340615983242449,1,0,-0.5258700550652735,1.229335046193604,-0.5533254892929932,0.00731889990397823
-1.2331136964740077,1.2191123342607924,0,1,1,1.6912022590761295,-1.0808244191199332,-0.6968325938495261,-1.2330684282228646,0,1,0.17472953868009497,-1.2203935368654384,-1.1377814554208436,-0.6831433551882968
1.2213323554248932,-0.0008539764174746928,1,1,0,-0.09939120067123615,0.5927533544276677,0.03659819643520829,-1.2330684282228646,0,0,0.8753291324254635,-1.2203935368654384,-1.0189895923867276,-1.373605610280572
-0.0058906705245572585,1.2191123342607924,1,0,0,1.2269743250675533,-0.4299886182958662,-1.4302633841342607,-1.2330684282228646,0,0,-1.5767694456833263,1.229335046193604,1.6775856984877042,-1.373605610280572
1.2213323554248932,1.2191123342607924,0,1,0,1.492247430215311,-0.058082446396399305,0.03659819643520829,-0.005340615983242449,0,1,1.2256289292981477,1.229335046193604,-0.686372375891203,-1.373605610280572
-1.2331136964740077,-0.0008539764174746928,0,0,0,-0.16570947695817562,-0.058082446396399305,-0.6968325938495261,-0.005340615983242449,1,0,0.5250293355527792,0.004470754664082804,1.2641900151289809,0.00731889990397823
-1.2331136964740077,1.2191123342607924,1,0,1,1.62488398278919,-0.8948713331701998,0.03659819643520829,-1.2330684282228646,0,1,0.8753291324254635,1.229335046193604,1.5825522080604115,-1.0283744827344343
-0.0058906705245572585,-1.2208202870957416,1,1,0,1.492247430215311,-1.8246367629188671,0.03659819643520829,1.2223871962563797,0,1,-0.8761698519379578,0.004470754664082804,1.1358948030521356,-1.0283744827344343
1.2213323554248932,-1.2208202870957416,1,0,1,0.7627463910589769,-0.8948713331701998,1.5034597770046771,-0.005340615983242449,1,0,-1.5767694456833263,1.229335046193604,-0.6911240504125676,1.7334745376346659
-0.0058906705245572585,-1.2208202870957416,1,0,0,-0.9615287924014493,0.22084718252820085,-1.4302633841342607,1.2223871962563797,1,0,-0.5258700550652735,0.004470754664082804,-0.9358352882628465,1.0430122825423909
1.2213323554248932,-0.0008539764174746928,1,0,1,0.03324535190264279,-0.8948713331701998,0.7700289867199428,-0.005340615983242449,1,0,0.17472953868009497,0.004470754664082804,1.5540421609322237,1.3882434100885284
-1.2331136964740077,1.2191123342607924,1,1,0,1.0943377724936743,-0.5229651612707329,0.7700289867199428,-0.005340615983242449,1,1,-0.17557025819258928,-1.2203935368654384,1.6490756513595164,-0.6831433551882968
1.2213323554248932,1.2191123342607924,0,1,0,0.630109838485098,0.8716829833522679,-0.6968325938495261,1.2223871962563797,1,0,-0.17557025819258928,1.229335046193604,0.9814653811077848,0.00731889990397823
1.2213323554248932,-0.0008539764174746928,1,1,0,0.6964281147720375,-0.5229651612707329,-1.4302633841342607,-0.005340615983242449,1,0,1.575928726170832,-1.2203935368654384,-0.15180899223768124,1.7334745376346659
-1.2331136964740077,-1.2208202870957416,0,1,1,1.6912022590761295,-0.24403553234613276,-0.6968325938495261,-1.2330684282228646,0,0,-0.8761698519379578,0.004470754664082804,-1.1948015496772193,0.6977811549962534
1.2213323554248932,1.2191123342607924,1,1,0,-0.8952105161145097,-0.24403553234613276,1.5034597770046771,-1.2330684282228646,1,0,1.575928726170832,-1.2203935368654384,0.3993852522406167,-0.6831433551882968
1.2213323554248932,-0.0008539764174746928,1,0,1,-0.6962556872536914,0.499776811452801,-0.6968325938495261,1.2223871962563797,1,1,1.575928726170832,-1.2203935368654384,-1.3777410187497579,-0.6831433551882968
1.2213323554248932,-1.2208202870957416,0,1,1,-0.9615287924014493,-1.6386836769691335,-0.6968325938495261,-0.005340615983242449,0,0,0.5250293355527792,0.004470754664082804,1.124015616748724,-0.33791222764215934
-0.0058906705245572585,-1.2208202870957416,0,0,0,-0.2983460295320546,-0.6159417042455997,0.7700289867199428,1.2223871962563797,1,0,0.8753291324254635,1.229335046193604,-0.686372375891203,1.3882434100885284
1.2213323554248932,-1.2208202870957416,0,1,1,-1.492075002696965,-2.196542934818334,-0.6968325938495261,-0.005340615983242449,0,0,-1.5767694456833263,0.004470754664082804,0.3661235305910643,0.6977811549962534
-1.2331136964740077,-0.0008539764174746928,1,1,1,1.5585657065022507,0.3138237255030676,-1.4302633841342607,1.2223871962563797,0,0,-0.5258700550652735,1.229335046193604,1.43762613515879,1.3882434100885284
-1.2331136964740077,1.2191123342607924,0,1,0,-1.0941653449753281,0.22084718252820085,0.03659819643520829,-1.2330684282228646,1,1,-0.8761698519379578,-1.2203935368654384,-1.059378825818327,-0.6831433551882968
-1.2331136964740077,-1.2208202870957416,0,1,0,0.630109838485098,0.499776811452801,0.03659819643520829,-0.005340615983242449,1,0,-1.2264696488106421,-1.2203935368654384,-0.5628288383357224,0.6977811549962534
-1.2331136964740077,1.2191123342607924,0,1,1,-0.4309825821059335,-1.1738009620948,1.5034597770046771,-1.2330684282228646,1,0,-1.5767694456833263,0.004470754664082804,0.5704455350097437,1.0430122825423909
-1.2331136964740077,1.2191123342607924,0,1,1,-1.0278470686883887,-0.058082446396399305,0.03659819643520829,-0.005340615983242449,1,0,0.17472953868009497,-1.2203935368654384,-1.3729893442283931,1.7334745376346659
-1.2331136964740077,-1.2208202870957416,1,0,0,1.6912022590761295,0.499776811452801,-1.4302633841342607,1.2223871962563797,0,1,-1.2264696488106421,-1.2203935368654384,0.2568350165996776,-1.0283744827344343
-0.0058906705245572585,1.2191123342607924,0,1,1,1.2932926013544928,-2.1035663918434673,-1.4302633841342607,1.2223871962563797,0,1,-0.5258700550652735,-1.2203935368654384,0.057264686702362816,-1.0283744827344343
-0.0058906705245572585,-0.0008539764174746928,1,0,0,-0.4309825821059335,0.499776811452801,1.5034597770046771,1.2223871962563797,1,0,-0.17557025819258928,0.004470754664082804,-1.4205060894420396,-0.6831433551882968
-0.0058906705245572585,-0.0008539764174746928,1,0,1,-1.2268018975492072,0.499776811452801,-0.6968325938495261,1.2223871962563797,1,1,-0.17557025819258928,0.004470754664082804,0.7248749569540944,-1.373605610280572
1.2213323554248932,-1.2208202870957416,0,0,0,1.492247430215311,0.8716829833522679,-1.4302633841342607,1.2223871962563797,0,0,-1.5767694456833263,1.229335046193604,-0.6412314679382389,-0.33791222764215934
-1.2331136964740077,-0.0008539764174746928,1,1,1,-0.16570947695817562,0.8716829833522679,0.7700289867199428,-1.2330684282228646,0,0,-1.5767694456833263,0.004470754664082804,-1.4656469973950035,0.00731889990397823
-0.0058906705245572585,-1.2208202870957416,0,0,1,0.4974732859112191,0.8716829833522679,-1.4302633841342607,1.2223871962563797,1,0,0.8753291324254635,1.229335046193604,0.17368071247579644,-0.33791222764215934
1.2213323554248932,1.2191123342607924,1,0,1,-0.8288922398275703,1.522518784176335,1.5034597770046771,-0.005340615983242449,0,0,1.2256289292981477,1.229335046193604,0.7129957706506829,-1.373605610280572
-0.0058906705245572585,1.2191123342607924,1,1,1,0.2322001807634612,0.8716829833522679,0.03659819643520829,-1.2330684282228646,1,1,1.2256289292981477,0.004470754664082804,-1.0783855239037856,-0.33791222764215934
1.2213323554248932,-1.2208202870957416,1,1,0,1.2932926013544928,0.4068002684779343,-1.4302633841342607,-0.005340615983242449,0,0,-1.5767694456833263,1.229335046193604,0.8222842846420695,-1.373605610280572
-1.2331136964740077,-1.2208202870957416,0,0,0,-0.16570947695817562,0.499776811452801,1.5034597770046771,-1.2330684282228646,1,0,-1.5767694456833263,0.004470754664082804,-0.06627885085311777,0.00731889990397823
-0.0058906705245572585,-1.2208202870957416,0,1,1,-0.7625739635406309,0.8716829833522679,-0.6968325938495261,1.2223871962563797,0,0,1.2256289292981477,1.229335046193604,-1.5986938839932134,-1.0283744827344343
1.2213323554248932,-0.0008539764174746928,0,0,0,0.09956362818958225,0.499776811452801,-1.4302633841342607,-0.005340615983242449,0,0,-0.17557025819258928,0.004470754664082804,0.8365393082061634,0.00731889990397823
-1.2331136964740077,-0.0008539764174746928,0,0,1,-1.0278470686883887,1.9874014990506685,-0.6968325938495261,-1.2330684282228646,0,1,0.5250293355527792,0.004470754664082804,0.5371838133601913,-1.373605610280572
-0.0058906705245572585,1.2191123342607924,0,1,0,0.6964281147720375,-1.545707133994267,1.5034597770046771,1.2223871962563797,1,0,-0.5258700550652735,-1.2203935368654384,-0.07815803715652936,1.3882434100885284
-1.2331136964740077,-1.2208202870957416,1,0,1,-0.8288922398275703,-0.8948713331701998,-1.4302633841342607,-0.005340615983242449,0,0,0.5250293355527792,1.229335046193604,0.9387003104155031,0.6977811549962534
-1.2331136964740077,-0.0008539764174746928,0,1,1,1.0943377724936743,0.8716829833522679,0.03659819643520829,1.2223871962563797,1,1,-0.8761698519379578,-1.2203935368654384,-0.06390301359243544,-0.33791222764215934
1.2213323554248932,1.2191123342607924,0,1,1,1.6912022590761295,-0.8948713331701998,-0.6968325938495261,-1.2330684282228646,1,0,0.17472953868009497,-1.2203935368654384,-0.18982238840859836,1.7334745376346659
-1.2331136964740077,-1.2208202870957416,0,1,0,1.3596108776414322,0.22084718252820085,-0.6968325938495261,-1.2330684282228646,1,1,-0.17557025819258928,-1.2203935368654384,-1.304090063668606,-0.33791222764215934
-1.2331136964740077,-0.0008539764174746928,1,1,0,-1.359438450123086,-1.1738009620948,0.7700289867199428,-0.005340615983242449,1,0,-0.17557025819258928,1.229335046193604,0.09052640835191528,0.00731889990397823
-0.0058906705245572585,-0.0008539764174746928,1,0,1,1.0943377724936743,-0.058082446396399305,1.5034597770046771,-1.2330684282228646,1,1,-1.2264696488106421,1.229335046193604,0.2093182713860312,-1.0283744827344343
-1.2331136964740077,-0.0008539764174746928,0,1,1,-1.359438450123086,0.7787064403774012,-0.6968325938495261,-0.005340615983242449,1,0,-0.17557025819258928,0.004470754664082804,-0.2349632963615624,0.6977811549962534
-0.0058906705245572585,-1.2208202870957416,1,0,0,0.09956362818958225,-0.058082446396399305,1.5034597770046771,-0.005340615983242449,1,1,-1.5767694456833263,0.004470754664082804,-0.41077525365205403,-1.0283744827344343
1.2213323554248932,-1.2208202870957416,0,0,1,-0.4309825821059335,-0.24403553234613276,0.03659819643520829,-0.005340615983242449,0,1,-0.8761698519379578,-1.2203935368654384,-1.4941570445231913,-0.6831433551882968
-0.0058906705245572585,-1.2208202870957416,0,0,0,-1.4257567264100255,-0.801894790195333,-0.6968325938495261,1.2223871962563797,0,0,-0.17557025819258928,1.229335046193604,-0.5865872109425456,1.7334745376346659
-0.0058906705245572585,1.2191123342607924,1,0,1,1.4259291539283716,0.4068002684779343,-0.6968325938495261,1.2223871962563797,0,1,0.17472953868009497,-1.2203935368654384,-1.1900498751558546,-1.0283744827344343
-1.2331136964740077,-1.2208202870957416,0,1,1,0.2322001807634612,0.8716829833522679,0.03659819643520829,-0.005340615983242449,1,0,-0.5258700550652735,0.004470754664082804,-1.6723448390743654,0.00731889990397823
-0.0058906705245572585,1.2191123342607924,1,0,1,-0.09939120067123615,0.499776811452801,1.5034597770046771,1.2223871962563797,1,0,0.17472953868009497,0.004470754664082804,1.2546866660862515,0.35255002745011577
-1.2331136964740077,-0.0008539764174746928,1,1,0,-1.624711555270844,0.8716829833522679,-0.6968325938495261,1.2223871962563797,1,0,-0.8761698519379578,-1.2203935368654384,0.698740747086589,1.0430122825423909
-1.2331136964740077,1.2191123342607924,1,1,0,0.4974732859112191,-0.058082446396399305,-0.6968325938495261,-0.005340615983242449,1,0,-0.5258700550652735,-1.2203935368654384,-1.0926405474678795,-1.373605610280572
-1.2331136964740077,-1.2208202870957416,1,1,1,1.2269743250675533,0.499776811452801,1.5034597770046771,1.2223871962563797,1,0,0.8753291324254635,1.229335046193604,-0.9358352882628465,1.7334745376346659
-0.0058906705245572585,-0.0008539764174746928,1,1,1,0.16588190447652174,-0.24403553234613276,1.5034597770046771,-0.005340615983242449,0,0,0.8753291324254635,0.004470754664082804,-1.7079823979846,-0.33791222764215934
-0.0058906705245572585,1.2191123342607924,1,0,0,-1.624711555270844,-2.196542934818334,-0.6968325938495261,-1.2330684282228646,0,0,0.8753291324254635,1.229335046193604,-1.5012845563052384,0.6977811549962534
-1.2331136964740077,1.2191123342607924,1,0,0,-0.4309825821059335,-0.7089182472204664,1.5034597770046771,1.2223871962563797,0,0,-0.17557025819258928,1.229335046193604,0.9719620320650556,-0.6831433551882968
-1.2331136964740077,1.2191123342607924,0,0,1,-1.359438450123086,0.499776811452801,0.7700289867199428,-1.2330684282228646,0,0,-1.5767694456833263,0.004470754664082804,-1.1235264318567497,0.00731889990397823
-0.0058906705245572585,1.2191123342607924,0,0,1,0.8290646673459164,-0.058082446396399305,-1.4302633841342607,-1.2330684282228646,0,0,-1.2264696488106421,1.229335046193604,1.2047940836119229,-0.6831433551882968
-1.2331136964740077,-1.2208202870957416,1,0,0,-0.4309825821059335,-0.058082446396399305,-1.4302633841342607,-1.2330684282228646,0,0,-1.2264696488106421,-1.2203935368654384,1.2451833170435223,1.3882434100885284
-0.0058906705245572585,1.2191123342607924,0,1,0,-0.2983460295320546,-0.24403553234613276,-1.4302633841342607,-0.005340615983242449,0,0,-1.2264696488106421,1.229335046193604,-1.5868146976898019,-1.0283744827344343
-0.0058906705245572585,1.2191123342607924,0,1,0,-0.6962556872536914,-0.058082446396399305,-1.4302633841342607,-0.005340615983242449,1,0,-0.5258700550652735,-1.2203935368654384,-1.0997680592499264,0.35255002745011577
1.2213323554248932,-0.0008539764174746928,0,1,0,0.3648367333373401,-1.2667775050696668,-1.4302633841342607,1.2223871962563797,0,0,0.5250293355527792,-1.2203935368654384,1.0527404989282545,-1.0283744827344343
-0.0058906705245572585,-0.0008539764174746928,0,1,1,0.5637915621981585,-0.7089182472204664,-1.4302633841342607,1.2223871962563797,0,1,1.2256289292981477,1.229335046193604,-1.5796871859077548,-1.373605610280572
-0.0058906705245572585,-0.0008539764174746928,1,1,0,1.5585657065022507,-0.8948713331701998,-1.4302633841342607,1.2223871962563797,1,0,-0.17557025819258928,0.004470754664082804,-0.4725470224297943,0.6977811549962534
1.2213323554248932,-0.0008539764174746928,0,1,1,-0.49730085839287297,0.499776811452801,1.5034597770046771,-0.005340615983242449,1,1,-0.5258700550652735,1.229335046193604,-1.5297946034334262,-0.6831433551882968
1.2213323554248932,-0.0008539764174746928,0,0,1,0.9617012199197954,0.499776811452801,1.5034597770046771,-1.2330684282228646,1,0,0.5250293355527792,0.004470754664082804,1.1216397794880417,0.6977811549962534
-0.0058906705245572585,-1.2208202870957416,0,0,1,-1.359438450123086,-0.8948713331701998,-1.4302633841342607,1.2223871962563797,1,0,0.5250293355527792,-1.2203935368654384,1.5730488590176823,-0.33791222764215934
1.2213323554248932,1.2191123342607924,0,0,1,0.29851845705040064,-0.24403553234613276,1.5034597770046771,1.2223871962563797,1,1,0.17472953868009497,1.229335046193604,-1.64621062920686,-1.373605610280572
1.2213323554248932,1.2191123342607924,1,0,1,1.2932926013544928,-1.1738009620948,-1.4302633841342607,-0.005340615983242449,0,0,1.575928726170832,0.004470754664082804,-1.4300094384847688,1.3882434100885284
-1.2331136964740077,-0.0008539764174746928,1,1,0,0.16588190447652174,-0.058082446396399305,0.7700289867199428,-1.2330684282228646,1,0,0.8753291324254635,0.004470754664082804,-1.5250429289120615,0.00731889990397823
-0.0058906705245572585,-1.2208202870957416,0,0,0,1.3596108776414322,-1.6386836769691335,-1.4302633841342607,-1.2330684282228646,1,0,-0.17557025819258928,1.229335046193604,-1.3254725990147467,0.35255002745011577
-1.2331136964740077,-0.0008539764174746928,1,1,1,0.29851845705040064,-1.7316602199440003,-0.6968325938495261,-1.2330684282228646,0,0,0.8753291324254635,1.229335046193604,1.4328744606374255,0.35255002745011577
1.2213323554248932,1.2191123342607924,1,1,0,1.4259291539283716,1.4295422412014682,0.7700289867199428,-1.2330684282228646,0,0,1.2256289292981477,0.004470754664082804,-0.8693118449637416,1.7334745376346659
-0.0058906705245572585,-1.2208202870957416,1,0,0,0.5637915621981585,0.5927533544276677,-1.4302633841342607,-0.005340615983242449,1,1,-1.5767694456833263,0.004470754664082804,-1.6723448390743654,-0.6831433551882968
1.2213323554248932,1.2191123342607924,1,0,0,0.4974732859112191,0.5927533544276677,-0.6968325938495261,1.2223871962563797,1,0,-1.2264696488106421,0.004470754664082804,0.9862170556291495,-0.6831433551882968
1.2213323554248932,-0.0008539764174746928,0,0,1,0.8953829436328559,-0.5229651612707329,-1.4302633841342607,-0.005340615983242449,1,0,0.5250293355527792,0.004470754664082804,-0.34187597309226675,1.3882434100885284
